国籍・地域,在留資格,年齢,性別,都道府県,在留外国人数
013カンボジア,26：技能実習２号ロ,19歳,1:男,43：熊本県,1
013カンボジア,24：技能実習１号ロ,20歳,1:男,43：熊本県,19
013カンボジア,26：技能実習２号ロ,20歳,1:男,43：熊本県,4
013カンボジア,24：技能実習１号ロ,21歳,1:男,43：熊本県,15
013カンボジア,26：技能実習２号ロ,21歳,1:男,43：熊本県,11
013カンボジア,31：留学,21歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,22歳,1:男,43：熊本県,2
013カンボジア,24：技能実習１号ロ,22歳,1:男,43：熊本県,20
013カンボジア,26：技能実習２号ロ,22歳,1:男,43：熊本県,13
013カンボジア,34：特定活動,22歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,23歳,1:男,43：熊本県,3
013カンボジア,24：技能実習１号ロ,23歳,1:男,43：熊本県,18
013カンボジア,26：技能実習２号ロ,23歳,1:男,43：熊本県,22
013カンボジア,28：技能実習３号ロ,23歳,1:男,43：熊本県,1
013カンボジア,31：留学,23歳,1:男,43：熊本県,1
013カンボジア,34：特定活動,23歳,1:男,43：熊本県,3
013カンボジア,21：特定技能１号,24歳,1:男,43：熊本県,7
013カンボジア,24：技能実習１号ロ,24歳,1:男,43：熊本県,22
013カンボジア,26：技能実習２号ロ,24歳,1:男,43：熊本県,16
013カンボジア,28：技能実習３号ロ,24歳,1:男,43：熊本県,4
013カンボジア,31：留学,24歳,1:男,43：熊本県,2
013カンボジア,34：特定活動,24歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,25歳,1:男,43：熊本県,8
013カンボジア,24：技能実習１号ロ,25歳,1:男,43：熊本県,17
013カンボジア,26：技能実習２号ロ,25歳,1:男,43：熊本県,12
013カンボジア,28：技能実習３号ロ,25歳,1:男,43：熊本県,3
013カンボジア,34：特定活動,25歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,26歳,1:男,43：熊本県,6
013カンボジア,24：技能実習１号ロ,26歳,1:男,43：熊本県,10
013カンボジア,26：技能実習２号ロ,26歳,1:男,43：熊本県,5
013カンボジア,28：技能実習３号ロ,26歳,1:男,43：熊本県,2
013カンボジア,33：家族滞在,26歳,1:男,43：熊本県,1
013カンボジア,34：特定活動,26歳,1:男,43：熊本県,2
013カンボジア,16：技術・人文知識・国際業務,27歳,1:男,43：熊本県,2
013カンボジア,21：特定技能１号,27歳,1:男,43：熊本県,6
013カンボジア,24：技能実習１号ロ,27歳,1:男,43：熊本県,10
013カンボジア,26：技能実習２号ロ,27歳,1:男,43：熊本県,9
013カンボジア,28：技能実習３号ロ,27歳,1:男,43：熊本県,1
013カンボジア,31：留学,27歳,1:男,43：熊本県,1
013カンボジア,16：技術・人文知識・国際業務,28歳,1:男,43：熊本県,2
013カンボジア,21：特定技能１号,28歳,1:男,43：熊本県,4
013カンボジア,24：技能実習１号ロ,28歳,1:男,43：熊本県,8
013カンボジア,26：技能実習２号ロ,28歳,1:男,43：熊本県,12
013カンボジア,28：技能実習３号ロ,28歳,1:男,43：熊本県,3
013カンボジア,34：特定活動,28歳,1:男,43：熊本県,1
013カンボジア,16：技術・人文知識・国際業務,29歳,1:男,43：熊本県,2
013カンボジア,17：企業内転勤,29歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,29歳,1:男,43：熊本県,5
013カンボジア,24：技能実習１号ロ,29歳,1:男,43：熊本県,12
013カンボジア,26：技能実習２号ロ,29歳,1:男,43：熊本県,8
013カンボジア,28：技能実習３号ロ,29歳,1:男,43：熊本県,3
013カンボジア,34：特定活動,29歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,30歳,1:男,43：熊本県,9
013カンボジア,24：技能実習１号ロ,30歳,1:男,43：熊本県,6
013カンボジア,26：技能実習２号ロ,30歳,1:男,43：熊本県,3
013カンボジア,28：技能実習３号ロ,30歳,1:男,43：熊本県,3
013カンボジア,34：特定活動,30歳,1:男,43：熊本県,1
013カンボジア,16：技術・人文知識・国際業務,31歳,1:男,43：熊本県,3
013カンボジア,21：特定技能１号,31歳,1:男,43：熊本県,6
013カンボジア,24：技能実習１号ロ,31歳,1:男,43：熊本県,9
013カンボジア,26：技能実習２号ロ,31歳,1:男,43：熊本県,4
013カンボジア,28：技能実習３号ロ,31歳,1:男,43：熊本県,2
013カンボジア,31：留学,31歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,32歳,1:男,43：熊本県,7
013カンボジア,24：技能実習１号ロ,32歳,1:男,43：熊本県,11
013カンボジア,26：技能実習２号ロ,32歳,1:男,43：熊本県,8
013カンボジア,28：技能実習３号ロ,32歳,1:男,43：熊本県,1
013カンボジア,34：特定活動,32歳,1:男,43：熊本県,2
013カンボジア,21：特定技能１号,33歳,1:男,43：熊本県,4
013カンボジア,24：技能実習１号ロ,33歳,1:男,43：熊本県,6
013カンボジア,26：技能実習２号ロ,33歳,1:男,43：熊本県,8
013カンボジア,28：技能実習３号ロ,33歳,1:男,43：熊本県,3
013カンボジア,21：特定技能１号,34歳,1:男,43：熊本県,2
013カンボジア,24：技能実習１号ロ,34歳,1:男,43：熊本県,4
013カンボジア,26：技能実習２号ロ,34歳,1:男,43：熊本県,5
013カンボジア,28：技能実習３号ロ,34歳,1:男,43：熊本県,2
013カンボジア,34：特定活動,34歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,35歳,1:男,43：熊本県,2
013カンボジア,24：技能実習１号ロ,35歳,1:男,43：熊本県,4
013カンボジア,26：技能実習２号ロ,35歳,1:男,43：熊本県,2
013カンボジア,28：技能実習３号ロ,35歳,1:男,43：熊本県,3
013カンボジア,21：特定技能１号,36歳,1:男,43：熊本県,5
013カンボジア,24：技能実習１号ロ,36歳,1:男,43：熊本県,3
013カンボジア,26：技能実習２号ロ,36歳,1:男,43：熊本県,2
013カンボジア,28：技能実習３号ロ,36歳,1:男,43：熊本県,1
013カンボジア,16：技術・人文知識・国際業務,37歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,37歳,1:男,43：熊本県,2
013カンボジア,24：技能実習１号ロ,37歳,1:男,43：熊本県,2
013カンボジア,26：技能実習２号ロ,37歳,1:男,43：熊本県,1
013カンボジア,34：特定活動,37歳,1:男,43：熊本県,1
013カンボジア,21：特定技能１号,38歳,1:男,43：熊本県,1
013カンボジア,24：技能実習１号ロ,38歳,1:男,43：熊本県,2
013カンボジア,21：特定技能１号,42歳,1:男,43：熊本県,1
013カンボジア,24：技能実習１号ロ,42歳,1:男,43：熊本県,1
013カンボジア,24：技能実習１号ロ,18歳,2:女,43：熊本県,3
013カンボジア,24：技能実習１号ロ,19歳,2:女,43：熊本県,22
013カンボジア,26：技能実習２号ロ,19歳,2:女,43：熊本県,2
013カンボジア,24：技能実習１号ロ,20歳,2:女,43：熊本県,28
013カンボジア,26：技能実習２号ロ,20歳,2:女,43：熊本県,9
013カンボジア,24：技能実習１号ロ,21歳,2:女,43：熊本県,23
013カンボジア,26：技能実習２号ロ,21歳,2:女,43：熊本県,15
013カンボジア,21：特定技能１号,22歳,2:女,43：熊本県,2
013カンボジア,24：技能実習１号ロ,22歳,2:女,43：熊本県,31
013カンボジア,26：技能実習２号ロ,22歳,2:女,43：熊本県,19
013カンボジア,28：技能実習３号ロ,22歳,2:女,43：熊本県,2
013カンボジア,31：留学,22歳,2:女,43：熊本県,1
013カンボジア,34：特定活動,22歳,2:女,43：熊本県,2
013カンボジア,21：特定技能１号,23歳,2:女,43：熊本県,9
013カンボジア,24：技能実習１号ロ,23歳,2:女,43：熊本県,18
013カンボジア,26：技能実習２号ロ,23歳,2:女,43：熊本県,30
013カンボジア,28：技能実習３号ロ,23歳,2:女,43：熊本県,5
013カンボジア,31：留学,23歳,2:女,43：熊本県,2
013カンボジア,34：特定活動,23歳,2:女,43：熊本県,1
013カンボジア,18：介護,24歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,24歳,2:女,43：熊本県,15
013カンボジア,24：技能実習１号ロ,24歳,2:女,43：熊本県,26
013カンボジア,26：技能実習２号ロ,24歳,2:女,43：熊本県,16
013カンボジア,28：技能実習３号ロ,24歳,2:女,43：熊本県,2
013カンボジア,31：留学,24歳,2:女,43：熊本県,1
013カンボジア,34：特定活動,24歳,2:女,43：熊本県,3
013カンボジア,21：特定技能１号,25歳,2:女,43：熊本県,12
013カンボジア,24：技能実習１号ロ,25歳,2:女,43：熊本県,14
013カンボジア,26：技能実習２号ロ,25歳,2:女,43：熊本県,15
013カンボジア,28：技能実習３号ロ,25歳,2:女,43：熊本県,1
013カンボジア,31：留学,25歳,2:女,43：熊本県,1
013カンボジア,34：特定活動,25歳,2:女,43：熊本県,2
013カンボジア,16：技術・人文知識・国際業務,26歳,2:女,43：熊本県,1
013カンボジア,18：介護,26歳,2:女,43：熊本県,4
013カンボジア,21：特定技能１号,26歳,2:女,43：熊本県,20
013カンボジア,24：技能実習１号ロ,26歳,2:女,43：熊本県,15
013カンボジア,26：技能実習２号ロ,26歳,2:女,43：熊本県,9
013カンボジア,28：技能実習３号ロ,26歳,2:女,43：熊本県,5
013カンボジア,34：特定活動,26歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,27歳,2:女,43：熊本県,18
013カンボジア,24：技能実習１号ロ,27歳,2:女,43：熊本県,11
013カンボジア,26：技能実習２号ロ,27歳,2:女,43：熊本県,8
013カンボジア,28：技能実習３号ロ,27歳,2:女,43：熊本県,3
013カンボジア,34：特定活動,27歳,2:女,43：熊本県,4
013カンボジア,36：日本人の配偶者等,27歳,2:女,43：熊本県,1
013カンボジア,18：介護,28歳,2:女,43：熊本県,2
013カンボジア,21：特定技能１号,28歳,2:女,43：熊本県,24
013カンボジア,24：技能実習１号ロ,28歳,2:女,43：熊本県,5
013カンボジア,26：技能実習２号ロ,28歳,2:女,43：熊本県,12
013カンボジア,28：技能実習３号ロ,28歳,2:女,43：熊本県,2
013カンボジア,31：留学,28歳,2:女,43：熊本県,1
013カンボジア,34：特定活動,28歳,2:女,43：熊本県,4
013カンボジア,36：日本人の配偶者等,28歳,2:女,43：熊本県,1
013カンボジア,16：技術・人文知識・国際業務,29歳,2:女,43：熊本県,1
013カンボジア,18：介護,29歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,29歳,2:女,43：熊本県,25
013カンボジア,24：技能実習１号ロ,29歳,2:女,43：熊本県,14
013カンボジア,26：技能実習２号ロ,29歳,2:女,43：熊本県,16
013カンボジア,28：技能実習３号ロ,29歳,2:女,43：熊本県,3
013カンボジア,34：特定活動,29歳,2:女,43：熊本県,2
013カンボジア,18：介護,30歳,2:女,43：熊本県,4
013カンボジア,21：特定技能１号,30歳,2:女,43：熊本県,23
013カンボジア,24：技能実習１号ロ,30歳,2:女,43：熊本県,10
013カンボジア,26：技能実習２号ロ,30歳,2:女,43：熊本県,13
013カンボジア,28：技能実習３号ロ,30歳,2:女,43：熊本県,3
013カンボジア,34：特定活動,30歳,2:女,43：熊本県,2
013カンボジア,36：日本人の配偶者等,30歳,2:女,43：熊本県,1
013カンボジア,17：企業内転勤,31歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,31歳,2:女,43：熊本県,9
013カンボジア,24：技能実習１号ロ,31歳,2:女,43：熊本県,8
013カンボジア,26：技能実習２号ロ,31歳,2:女,43：熊本県,7
013カンボジア,28：技能実習３号ロ,31歳,2:女,43：熊本県,2
013カンボジア,34：特定活動,31歳,2:女,43：熊本県,3
013カンボジア,21：特定技能１号,32歳,2:女,43：熊本県,6
013カンボジア,24：技能実習１号ロ,32歳,2:女,43：熊本県,3
013カンボジア,26：技能実習２号ロ,32歳,2:女,43：熊本県,8
013カンボジア,28：技能実習３号ロ,32歳,2:女,43：熊本県,3
013カンボジア,34：特定活動,32歳,2:女,43：熊本県,2
013カンボジア,21：特定技能１号,33歳,2:女,43：熊本県,10
013カンボジア,24：技能実習１号ロ,33歳,2:女,43：熊本県,4
013カンボジア,26：技能実習２号ロ,33歳,2:女,43：熊本県,4
013カンボジア,28：技能実習３号ロ,33歳,2:女,43：熊本県,3
013カンボジア,21：特定技能１号,34歳,2:女,43：熊本県,3
013カンボジア,24：技能実習１号ロ,34歳,2:女,43：熊本県,3
013カンボジア,26：技能実習２号ロ,34歳,2:女,43：熊本県,3
013カンボジア,28：技能実習３号ロ,34歳,2:女,43：熊本県,3
013カンボジア,34：特定活動,34歳,2:女,43：熊本県,1
013カンボジア,18：介護,35歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,35歳,2:女,43：熊本県,4
013カンボジア,24：技能実習１号ロ,35歳,2:女,43：熊本県,2
013カンボジア,28：技能実習３号ロ,35歳,2:女,43：熊本県,2
013カンボジア,34：特定活動,35歳,2:女,43：熊本県,1
013カンボジア,18：介護,36歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,36歳,2:女,43：熊本県,4
013カンボジア,24：技能実習１号ロ,36歳,2:女,43：熊本県,2
013カンボジア,28：技能実習３号ロ,36歳,2:女,43：熊本県,1
013カンボジア,34：特定活動,36歳,2:女,43：熊本県,4
013カンボジア,21：特定技能１号,37歳,2:女,43：熊本県,5
013カンボジア,24：技能実習１号ロ,37歳,2:女,43：熊本県,2
013カンボジア,26：技能実習２号ロ,37歳,2:女,43：熊本県,1
013カンボジア,28：技能実習３号ロ,37歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,38歳,2:女,43：熊本県,3
013カンボジア,26：技能実習２号ロ,38歳,2:女,43：熊本県,1
013カンボジア,28：技能実習３号ロ,38歳,2:女,43：熊本県,1
013カンボジア,24：技能実習１号ロ,39歳,2:女,43：熊本県,1
013カンボジア,26：技能実習２号ロ,39歳,2:女,43：熊本県,2
013カンボジア,28：技能実習３号ロ,39歳,2:女,43：熊本県,2
013カンボジア,34：特定活動,39歳,2:女,43：熊本県,1
013カンボジア,36：日本人の配偶者等,39歳,2:女,43：熊本県,1
013カンボジア,18：介護,40歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,40歳,2:女,43：熊本県,4
013カンボジア,26：技能実習２号ロ,40歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,41歳,2:女,43：熊本県,1
013カンボジア,24：技能実習１号ロ,41歳,2:女,43：熊本県,1
013カンボジア,28：技能実習３号ロ,41歳,2:女,43：熊本県,1
013カンボジア,34：特定活動,41歳,2:女,43：熊本県,1
013カンボジア,21：特定技能１号,42歳,2:女,43：熊本県,3
013カンボジア,21：特定技能１号,43歳,2:女,43：熊本県,2
017シリア,38：定住者,16歳,1:男,43：熊本県,1
017シリア,34：特定活動,20歳,1:男,43：熊本県,2
017シリア,34：特定活動,22歳,1:男,43：熊本県,1
017シリア,34：特定活動,23歳,1:男,43：熊本県,1
017シリア,34：特定活動,24歳,1:男,43：熊本県,1
017シリア,38：定住者,24歳,1:男,43：熊本県,1
017シリア,16：技術・人文知識・国際業務,40歳,1:男,43：熊本県,1
017シリア,38：定住者,40歳,1:男,43：熊本県,1
017シリア,34：特定活動,49歳,1:男,43：熊本県,1
017シリア,38：定住者,02歳,2:女,43：熊本県,1
017シリア,33：家族滞在,07歳,2:女,43：熊本県,1
017シリア,33：家族滞在,13歳,2:女,43：熊本県,1
017シリア,38：定住者,14歳,2:女,43：熊本県,1
017シリア,38：定住者,18歳,2:女,43：熊本県,1
017シリア,33：家族滞在,34歳,2:女,43：熊本県,1
017シリア,38：定住者,42歳,2:女,43：熊本県,1
018シンガポール,35：永住者,18歳,1:男,43：熊本県,1
018シンガポール,35：永住者,20歳,1:男,43：熊本県,1
018シンガポール,35：永住者,22歳,1:男,43：熊本県,1
018シンガポール,15：教育,33歳,1:男,43：熊本県,1
018シンガポール,35：永住者,41歳,1:男,43：熊本県,1
018シンガポール,16：技術・人文知識・国際業務,47歳,1:男,43：熊本県,1
018シンガポール,35：永住者,66歳,1:男,43：熊本県,1
018シンガポール,05：宗教,67歳,1:男,43：熊本県,1
018シンガポール,33：家族滞在,07歳,2:女,43：熊本県,1
018シンガポール,33：家族滞在,10歳,2:女,43：熊本県,1
018シンガポール,31：留学,18歳,2:女,43：熊本県,1
018シンガポール,31：留学,19歳,2:女,43：熊本県,1
018シンガポール,15：教育,29歳,2:女,43：熊本県,1
018シンガポール,15：教育,31歳,2:女,43：熊本県,1
018シンガポール,16：技術・人文知識・国際業務,32歳,2:女,43：熊本県,1
018シンガポール,31：留学,32歳,2:女,43：熊本県,1
018シンガポール,36：日本人の配偶者等,40歳,2:女,43：熊本県,2
018シンガポール,35：永住者,42歳,2:女,43：熊本県,1
018シンガポール,33：家族滞在,45歳,2:女,43：熊本県,1
018シンガポール,35：永住者,45歳,2:女,43：熊本県,1
018シンガポール,35：永住者,53歳,2:女,43：熊本県,1
018シンガポール,36：日本人の配偶者等,53歳,2:女,43：熊本県,1
018シンガポール,05：宗教,58歳,2:女,43：熊本県,1
018シンガポール,35：永住者,58歳,2:女,43：熊本県,1
018シンガポール,36：日本人の配偶者等,61歳,2:女,43：熊本県,1
018シンガポール,38：定住者,65歳,2:女,43：熊本県,1
018シンガポール,35：永住者,71歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,02歳,1:男,43：熊本県,1
019スリランカ,33：家族滞在,07歳,1:男,43：熊本県,1
019スリランカ,33：家族滞在,17歳,1:男,43：熊本県,1
019スリランカ,24：技能実習１号ロ,21歳,1:男,43：熊本県,1
019スリランカ,26：技能実習２号ロ,21歳,1:男,43：熊本県,1
019スリランカ,24：技能実習１号ロ,22歳,1:男,43：熊本県,1
019スリランカ,24：技能実習１号ロ,23歳,1:男,43：熊本県,1
019スリランカ,26：技能実習２号ロ,23歳,1:男,43：熊本県,2
019スリランカ,16：技術・人文知識・国際業務,24歳,1:男,43：熊本県,1
019スリランカ,26：技能実習２号ロ,24歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,25歳,1:男,43：熊本県,2
019スリランカ,31：留学,25歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,26歳,1:男,43：熊本県,5
019スリランカ,31：留学,26歳,1:男,43：熊本県,1
019スリランカ,36：日本人の配偶者等,26歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,27歳,1:男,43：熊本県,6
019スリランカ,26：技能実習２号ロ,27歳,1:男,43：熊本県,2
019スリランカ,31：留学,27歳,1:男,43：熊本県,3
019スリランカ,16：技術・人文知識・国際業務,28歳,1:男,43：熊本県,3
019スリランカ,21：特定技能１号,28歳,1:男,43：熊本県,1
019スリランカ,24：技能実習１号ロ,28歳,1:男,43：熊本県,4
019スリランカ,26：技能実習２号ロ,28歳,1:男,43：熊本県,2
019スリランカ,28：技能実習３号ロ,28歳,1:男,43：熊本県,1
019スリランカ,36：日本人の配偶者等,28歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,29歳,1:男,43：熊本県,7
019スリランカ,31：留学,29歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,30歳,1:男,43：熊本県,3
019スリランカ,26：技能実習２号ロ,30歳,1:男,43：熊本県,1
019スリランカ,31：留学,30歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,31歳,1:男,43：熊本県,5
019スリランカ,20：技能,31歳,1:男,43：熊本県,2
019スリランカ,28：技能実習３号ロ,31歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,32歳,1:男,43：熊本県,1
019スリランカ,20：技能,32歳,1:男,43：熊本県,1
019スリランカ,24：技能実習１号ロ,32歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,33歳,1:男,43：熊本県,1
019スリランカ,33：家族滞在,33歳,1:男,43：熊本県,1
019スリランカ,36：日本人の配偶者等,33歳,1:男,43：熊本県,1
019スリランカ,11：経営・管理,34歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,34歳,1:男,43：熊本県,3
019スリランカ,26：技能実習２号ロ,34歳,1:男,43：熊本県,1
019スリランカ,36：日本人の配偶者等,34歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,35歳,1:男,43：熊本県,1
019スリランカ,20：技能,35歳,1:男,43：熊本県,1
019スリランカ,26：技能実習２号ロ,35歳,1:男,43：熊本県,1
019スリランカ,24：技能実習１号ロ,36歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,37歳,1:男,43：熊本県,1
019スリランカ,24：技能実習１号ロ,37歳,1:男,43：熊本県,1
019スリランカ,20：技能,38歳,1:男,43：熊本県,2
019スリランカ,24：技能実習１号ロ,38歳,1:男,43：熊本県,1
019スリランカ,33：家族滞在,38歳,1:男,43：熊本県,1
019スリランカ,35：永住者,38歳,1:男,43：熊本県,1
019スリランカ,20：技能,39歳,1:男,43：熊本県,2
019スリランカ,21：特定技能１号,39歳,1:男,43：熊本県,1
019スリランカ,20：技能,42歳,1:男,43：熊本県,2
019スリランカ,35：永住者,42歳,1:男,43：熊本県,1
019スリランカ,20：技能,45歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,46歳,1:男,43：熊本県,1
019スリランカ,20：技能,46歳,1:男,43：熊本県,1
019スリランカ,35：永住者,46歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,47歳,1:男,43：熊本県,1
019スリランカ,20：技能,47歳,1:男,43：熊本県,1
019スリランカ,20：技能,48歳,1:男,43：熊本県,1
019スリランカ,20：技能,49歳,1:男,43：熊本県,1
019スリランカ,35：永住者,49歳,1:男,43：熊本県,1
019スリランカ,11：経営・管理,50歳,1:男,43：熊本県,1
019スリランカ,20：技能,50歳,1:男,43：熊本県,2
019スリランカ,16：技術・人文知識・国際業務,51歳,1:男,43：熊本県,1
019スリランカ,20：技能,52歳,1:男,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,55歳,1:男,43：熊本県,1
019スリランカ,35：永住者,55歳,1:男,43：熊本県,1
019スリランカ,20：技能,61歳,1:男,43：熊本県,1
019スリランカ,35：永住者,63歳,1:男,43：熊本県,1
019スリランカ,35：永住者,67歳,1:男,43：熊本県,1
019スリランカ,33：家族滞在,02歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,03歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,05歳,2:女,43：熊本県,1
019スリランカ,35：永住者,06歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,12歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,13歳,2:女,43：熊本県,1
019スリランカ,38：定住者,13歳,2:女,43：熊本県,1
019スリランカ,35：永住者,14歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,16歳,2:女,43：熊本県,1
019スリランカ,35：永住者,19歳,2:女,43：熊本県,1
019スリランカ,21：特定技能１号,21歳,2:女,43：熊本県,1
019スリランカ,35：永住者,21歳,2:女,43：熊本県,1
019スリランカ,24：技能実習１号ロ,25歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,25歳,2:女,43：熊本県,2
019スリランカ,21：特定技能１号,26歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,26歳,2:女,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,27歳,2:女,43：熊本県,1
019スリランカ,31：留学,27歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,27歳,2:女,43：熊本県,4
019スリランカ,36：日本人の配偶者等,27歳,2:女,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,28歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,28歳,2:女,43：熊本県,2
019スリランカ,16：技術・人文知識・国際業務,30歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,30歳,2:女,43：熊本県,1
019スリランカ,21：特定技能１号,31歳,2:女,43：熊本県,2
019スリランカ,26：技能実習２号ロ,31歳,2:女,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,33歳,2:女,43：熊本県,1
019スリランカ,16：技術・人文知識・国際業務,34歳,2:女,43：熊本県,1
019スリランカ,26：技能実習２号ロ,35歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,37歳,2:女,43：熊本県,1
019スリランカ,11：経営・管理,38歳,2:女,43：熊本県,1
019スリランカ,35：永住者,38歳,2:女,43：熊本県,1
019スリランカ,33：家族滞在,43歳,2:女,43：熊本県,1
019スリランカ,35：永住者,43歳,2:女,43：熊本県,1
019スリランカ,35：永住者,48歳,2:女,43：熊本県,1
019スリランカ,35：永住者,59歳,2:女,43：熊本県,1
019スリランカ,35：永住者,61歳,2:女,43：熊本県,1
019スリランカ,20：技能,63歳,2:女,43：熊本県,1
020タイ,31：留学,17歳,1:男,43：熊本県,1
020タイ,31：留学,20歳,1:男,43：熊本県,1
020タイ,24：技能実習１号ロ,21歳,1:男,43：熊本県,1
020タイ,26：技能実習２号ロ,21歳,1:男,43：熊本県,2
020タイ,34：特定活動,21歳,1:男,43：熊本県,1
020タイ,38：定住者,21歳,1:男,43：熊本県,1
020タイ,24：技能実習１号ロ,22歳,1:男,43：熊本県,5
020タイ,26：技能実習２号ロ,22歳,1:男,43：熊本県,2
020タイ,34：特定活動,22歳,1:男,43：熊本県,1
020タイ,21：特定技能１号,23歳,1:男,43：熊本県,1
020タイ,24：技能実習１号ロ,23歳,1:男,43：熊本県,1
020タイ,26：技能実習２号ロ,23歳,1:男,43：熊本県,13
020タイ,31：留学,23歳,1:男,43：熊本県,1
020タイ,21：特定技能１号,24歳,1:男,43：熊本県,3
020タイ,24：技能実習１号ロ,24歳,1:男,43：熊本県,5
020タイ,26：技能実習２号ロ,24歳,1:男,43：熊本県,7
020タイ,28：技能実習３号ロ,24歳,1:男,43：熊本県,3
020タイ,34：特定活動,24歳,1:男,43：熊本県,1
020タイ,21：特定技能１号,25歳,1:男,43：熊本県,4
020タイ,24：技能実習１号ロ,25歳,1:男,43：熊本県,2
020タイ,26：技能実習２号ロ,25歳,1:男,43：熊本県,7
020タイ,28：技能実習３号ロ,25歳,1:男,43：熊本県,5
020タイ,31：留学,25歳,1:男,43：熊本県,2
020タイ,21：特定技能１号,26歳,1:男,43：熊本県,1
020タイ,24：技能実習１号ロ,26歳,1:男,43：熊本県,2
020タイ,26：技能実習２号ロ,26歳,1:男,43：熊本県,1
020タイ,28：技能実習３号ロ,26歳,1:男,43：熊本県,4
020タイ,31：留学,26歳,1:男,43：熊本県,2
020タイ,34：特定活動,26歳,1:男,43：熊本県,1
020タイ,21：特定技能１号,27歳,1:男,43：熊本県,2
020タイ,24：技能実習１号ロ,27歳,1:男,43：熊本県,1
020タイ,26：技能実習２号ロ,27歳,1:男,43：熊本県,1
020タイ,28：技能実習３号ロ,27歳,1:男,43：熊本県,3
020タイ,32：研修,27歳,1:男,43：熊本県,1
020タイ,21：特定技能１号,28歳,1:男,43：熊本県,1
020タイ,26：技能実習２号ロ,28歳,1:男,43：熊本県,2
020タイ,28：技能実習３号ロ,28歳,1:男,43：熊本県,2
020タイ,31：留学,28歳,1:男,43：熊本県,3
020タイ,28：技能実習３号ロ,29歳,1:男,43：熊本県,1
020タイ,16：技術・人文知識・国際業務,30歳,1:男,43：熊本県,1
020タイ,21：特定技能１号,30歳,1:男,43：熊本県,3
020タイ,24：技能実習１号ロ,30歳,1:男,43：熊本県,3
020タイ,26：技能実習２号ロ,30歳,1:男,43：熊本県,2
020タイ,28：技能実習３号ロ,30歳,1:男,43：熊本県,4
020タイ,31：留学,30歳,1:男,43：熊本県,1
020タイ,21：特定技能１号,31歳,1:男,43：熊本県,1
020タイ,28：技能実習３号ロ,31歳,1:男,43：熊本県,1
020タイ,21：特定技能１号,32歳,1:男,43：熊本県,1
020タイ,24：技能実習１号ロ,32歳,1:男,43：熊本県,1
020タイ,31：留学,32歳,1:男,43：熊本県,1
020タイ,17：企業内転勤,33歳,1:男,43：熊本県,1
